 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 0 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 1 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 2 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 3 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 4 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 5 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 6 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 7 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 8 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 9 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 10 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 11 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
 12 , 88 ,
